tag,stemtag,sp,quadrat,survey.ID,exactdate,measure,crown.condition,illum,codes,notes,field.recorders,data.enter,location,area
201432,1,quve,2016,2011.23,12/15/2011,101.61,2,4,,,Jennifer McGarvey,Jennifer McGarvey,,
201441,1,litu,2016,2011.23,12/15/2011,57.10,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
202050,1,qual,2019,2011.23,12/15/2011,80.37,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
202072,1,qual,2020,2011.23,12/15/2011,93.13,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
202118,1,quve,2023,2011.23,12/15/2011,26.22,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
202201,1,cato,2017,2011.23,12/15/2011,11.37,4,2,,,Jennifer McGarvey,Jennifer McGarvey,,
202203,1,quru,2017,2011.23,12/15/2011,199.10,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
202212,1,quve,2017,2011.23,12/15/2011,NA,3,4,,Band broken off; Band fixed in Jan. 2012,Jennifer McGarvey,Jennifer McGarvey,,
202215,1,qual,2017,2011.23,12/15/2011,42.19,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
202283,1,litu,2020,2011.23,12/15/2011,16.07,4,5,,,Jennifer McGarvey,Jennifer McGarvey,,
202336,1,cagl,2022,2011.23,12/15/2011,103.04,4,5,,,Jennifer McGarvey,Jennifer McGarvey,,
202337,1,cagl,2023,2011.23,12/15/2011,91.67,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
202444,1,litu,2025,2011.23,12/15/2011,140.17,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
202449,1,litu,2026,2011.23,12/15/2011,15.23,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
202536,1,fram,2028,2011.23,12/15/2011,98.54,4,5,,,Jennifer McGarvey,Jennifer McGarvey,,
202541,1,fram,2028,2011.23,12/15/2011,60.55,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
202543,1,litu,2028,2011.23,12/15/2011,23.51,4,2,,,Jennifer McGarvey,Jennifer McGarvey,,
202545,1,litu,2029,2011.23,12/15/2011,35.87,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
202550,1,litu,2029,2011.23,12/15/2011,38.93,4,5,,,Jennifer McGarvey,Jennifer McGarvey,,
202581,1,fram,2031,2011.23,12/15/2011,34.56,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
202584,1,fram,2031,2011.23,12/15/2011,6.03,1,2,,,Jennifer McGarvey,Jennifer McGarvey,,
202585,1,juni,2032,2011.23,12/15/2011,79.59,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
202586,1,fram,2032,2011.23,12/15/2011,113.27,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
202671,1,litu,2025,2011.23,12/15/2011,14.32,4,2,,,Jennifer McGarvey,Jennifer McGarvey,,
202971,1,fram,2032,2011.23,12/15/2011,58.20,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
