tag,stemtag,species,dbh.2008,dbh.2013,quadrat,lx,ly,codes,dendrometer.height,Nail.height,dendro.diameter.2011,5/9/2011,5/13/2011,5/16/2011,5/24/2011,6/6/2011,6/13/2011,6/20/2011,6/27/2011,7/5/2011,7/11/2011,7/18/2011,7/25/2011,8/1/2011,8/8/2011,8/22/2011,9/6/2011,9/19/2011,10/5/2011,10/16/2011,11/1/2011,11/17/2011,Notes 2011,,4/11/2012,4/25/2012,5/8/2012,5/22/2012,6/5/2012,6/19/2012,7/2/2012,7/16/2012,7/30/2012,8/14/2012,8/28/2012,9/10/2012,9/24/2012,10/9/2012,10/23/2012,11/26/2012,Notes 2012,,DBH_mm (March 2013),4/8/2013,4/23/2013,5/6/2013,5/20/2013,6/3/2013,6/17/2013,7/1/2013,7/15/2013,7/29/2013,8/12/2013,8/26/2013,9/9/2013,9/23/2013,10/9/2013,Notes 2013,,3/24/2014,4/14/2014,5/1/2014,5/13/2014,5/27/2014,6/10/2014,6/23/2014,7/7/2014,7/21/2014,8/4/2014,8/18/2014,9/2/2014,9/15/2014,10/27/2014,Notes 2014,,3/22/2015,4/23/2015,5/7/2015,5/19/2015,6/3/2015,6/16/2015,7/1/2015,7/14/2015,7/28/2015,8/11/2015,8/25/2015,9/16/2015,Notes in 2015,,4/6/2016,5/12/2016,5/26/2016,6/9/2016,6/23/2016,7/7/2016,7/21/2016,8/4/2016,8/18/2016,9/1/2016,9/13/2016,9/29/2016,10/13/2016,10/27/2016,Notes in 2016,,4/18/2017,5/18/2017,6/2/2017,6/21/2017,6/30/2017,7/13/2017,7/31/2017,8/10/2017,8/17/2017,9/11/2017,9/21/2017,11/16/2017,Notes in 2017,,3/9/2018,4/6/2018,4/26/2018,5/15/2018,5/29/2018,6/14/2018,6/29/2018,7/12/2018,7/26/2018,8/9/2018,8/23/2018,notes 2018,location 2
60578,1,caca,78.5,78.5,615,13.2,9.9,,1.36,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,3.37,3.62,3.71,3.85,4.13,4.33,4.3,4.25,4.3,4.33,From sap flow cluster. DBH 2013,,3.99,4.06,4.05,3.47,4.56,4.69,4.9,5.27,5.41,5.57,5.57,5.66,5.75,5.86,From sap flow cluster,,5.68,5.67,5.66,5.67,5.91,6.31,6.75,6.92,7.17,7.22,7.3,7.22,,,7.46,5.68,7.51,7.93,8.57,8.74,8.94,9.13,9.16,9.07,9.18,9.18,9.13,9.22,,,9.29,9.46,9.54,10.6,10.97,11.23,11.66,11.72,11.7,11.78,11.59,12.04,,,11.85,11.94,11.97,12.11,12.07,12.94,13.81,13.97,14.09,14.16,14.31,,South
60579,1,caca,76.1,76.09999847,615,16.8,4,,1.32,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,3.55,3.6,3.62,3.58,3.64,3.69,3.29,3.59,3.66,3.68,From sap flow cluster. DBH 2013,,2.75,2.79,2.82,2.26,4.51,4.68,4.76,4.75,4.68,4.75,5.04,4.76,4.8,5.03,From sap flow cluster,,4.06,4.21,4.23,4.39,4.58,4.61,4.6,4.72,4.73,4.6,4.76,4.76,,,7.18,5.67,5.64,5.61,5.63,5.95,5.7,5.91,6.03,5.75,5.71,5.71,5.53,5.63,,,NA,5.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead 5/18,,NA,NA,NA,NA,NA,NA,NA,,,,,,South
60581,1,litu,685.1,685.0999756,615,19.8,9.3,,1.54,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,9.96,11.62,15.19,19.45,21.39,22.89,23.94,23.71,23.5,23.58,From sap flow cluster. DBH 2013,,23.23,21.32,23.63,21.62,23.13,27,30.21,33.15,34.84,36.04,37.76,37.84,37.85,37.14,From sap flow cluster,,37.32,36.54,38.31,38.84,42.07,44.42,48.03,51.34,52.93,53.15,53.11,53.1,,,51.39,54.14,54.05,54.37,58.12,61.06,62.72,65.25,65.7,65.6,64.27,65.78,66.33,65.05,,,62.96,65.88,67.52,70.32,70.67,71.53,74,73.82,74.97,74.66,74.73,75.55,,,5.1,6.6,6.81,6.91,8.01,12.73,14.75,14.91,15.1,16.33,16.73,,South
60582,1,quru,285.1,285.1000061,615,20,10.2,,1.37,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,3.44,3.24,3.18,3.13,3.09,3.14,3.16,2.87,2.94,2.96,From sap flow cluster. DBH 2013,,2.25,2.5,4.24,3.68,5.28,6.06,6.85,6.75,6.68,6.67,7.09,7.15,7.06,7.1,From sap flow cluster,,6.53,7.88,8.96,9.55,10.21,10.42,10.84,10.97,11.06,10.95,10.96,11.45,,,11.31,13.74,14.03,14.12,14.95,15.7,15.36,15.32,15.62,15.59,15.19,15.61,15.83,15.73,,,16.28,18.22,18.76,18.62,18.56,18.66,19.36,19.31,19.42,19.48,19.48,19.79,,,19.03,19.1,20.49,21.82,22.45,23.15,23.08,23.35,24.11,23.98,24.29,,South
60586,1,caca,62.5,62.5,615,16.2,9.3,,1.38,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,3.9,4.01,3.93,3.34,3.61,3.67,3.53,3.66,3.48,3.59,From sap flow cluster. DBH 2013,,3.28,3.38,3.12,2.9,3.64,3.71,3.49,3.64,3.65,3.57,3.82,3.66,3.68,3.93,From sap flow cluster,,2.18,4.02,3.42,3.75,3.86,3.75,3.92,3.92,3.75,3.78,3.92,3.97,,,4.12,4.1,4.01,4.28,4.57,5.03,4.8,4.76,4.86,4.83,4.77,4.83,4.82,4.74,,,5.02,5.02,5.25,5.36,5.39,5.64,5.68,5.78,5.62,5.88,6.05,6.07,,,6.28,6.32,6.54,6.51,6.51,6.6,6.4,6.66,6.65,6.71,6.69,,South
60587,1,caca,70.5,70.5,615,14,9.8,,1.35,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,1.47,1.51,1.83,2,2.41,3,3.02,3.18,3.06,2.99,From sap flow cluster. DBH 2013,,3.39,3.44,3.67,3.06,4.93,5.52,5.75,6.7,6.99,7.43,8.29,8.16,8.27,8.48,From sap flow cluster,,7.87,8.64,8.57,8.69,9.42,10.03,10.4,10.8,11.41,11.32,11.48,11.43,,,11.19,11.84,11.84,12.48,13.57,14.38,15.04,15.43,15.67,15.79,15.81,15.88,16.05,15.92,,,16.57,16.62,17.03,18.3,18.68,19.04,19.61,20.12,19.91,20.01,20.2,20.24,,,21.47,21.81,21.96,21.84,22.18,22.83,24.07,25.42,25.51,25.52,25.26,,South
60588,1,caco,292.3,292.2999878,615,13.4,7.3,,1.5,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,6.14,6.53,6.92,7.76,7.85,8.03,8.23,8.12,8.21,8.13,From sap flow cluster. DBH 2013,,3.6,5.11,6.92,6,7.86,9.8,11.14,11.92,12.01,12.15,12.66,12.95,12.93,13.16,From sap flow cluster,,7.96,11.06,11.44,12.58,13.93,14.46,15.79,16.25,16.03,16.25,16.17,16.24,,,14.27,17.16,17.68,18.15,19.65,20.5,20.59,21.42,21.57,21.48,21.35,21.9,22.47,22.51,,,20.36,22.82,23.44,25.34,26,27.08,28.13,28.59,28.11,28.62,28.53,28.55,,,24.2,25.23,27.32,28.98,30.39,32.93,33.75,33.85,34.98,34.68,35,,South
62128,1,quru,826.0,831,620,8,0.8,,1.4,NA,835.7,50.1,50.67,51.4,52.19,53.13,53,54.13,53.79,53.78,53.35,53.27,54.43,53.54,54.93,54.71,54.62,55.06,53.95,55.11,55.22,55.32,,,55.99,56.86,56.77,57.57,56.75,59.32,59.34,58.86,59.02,59.14,59.29,62.37,63.03,63.57,63.38,64,,,829,64.67,64.13,65.12,65.25,66.12,66.64,68.15,67.46,68.01,67.93,68.17,68.35,68.25,68.53,band bent,,68.99,68.89,69.11,69.62,70.99,72.98,73.15,73.28,73.7,74.3,74.58,75.2,74.92,76.1,,,76.5,82.39,82.92,83.07,96.1,85.07,85.01,85.07,86.5,86.55,86.2,86.66,"band adjusted 6/16/15, 6/2/15, 4/27/15",,88.97,89.35,89.67,90.09,90.73,90.7,90.96,91.6,91.87,92.03,92.16,92.43,92.84,92.55,,,92.92,95.17,96.18,96.14,96.4,97.62,98.04,98.25,98.85,100.67,100.34,102.07,,,104.57,105.41,105.687,108.89,107.49,108.93,109.21,109.93,114,111.07,110.86,,North
62224,1,litu,1025.2,1040.5,622,3.2,17.3,,1.3,1.6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,40.33,31.39,32.07,32.57,35.8,36.09,38.06,39.48,41.05,41.65,42.37,42.36,43,42.95,43.2,Replacing 40875,,1039.6,43.86,44.11,44.22,44.77,45.6,46.63,48.08,49.8,50.32,52.06,52.52,52.84,52.95,53.27,Replacing 40875,,53.86,53.97,54.32,54.22,54.53,56.08,57.5,61.98,62.59,62.66,63.61,63.93,64.09,64.57,,,65,64.12,64.16,69.67,65.46,69.16,70.78,71.74,73.21,73.61,74.19,76.75,band adjusted 4/27/15,,83.03,84.08,84.35,85.36,86.59,87.95,88.54,90.18,91.19,91.22,91.83,91.95,92.5,98.2,band adjusted (bears!) ,,105.1,97.19,97.47,102.35,123.8,123.93,93.7,93.6,93.78,93.79,93.44,95.01,"band adjusted 5/18, needs replacement 6/22 (damaged by bears), band fixed and adjusted 7/31 ",,97.99,98.4,98.64,98.72,98.94,101.4,104.64,105.29,109,109.99,110.11,,North
70096,1,quru,843.8,866.9000244,704,3.3,12.7,,1.4,1.44,849.2,52.92,53.92,54.45,54.91,56.24,57.45,58.11,59.49,59.45,57.74,59.97,60.18,60.19,60.48,58.68,62.1,60.59,60.5,60.55,60.62,60.34,,,63.82,67.62,68.37,70.01,70.43,71.5,72.04,72.32,72.62,72.84,73.56,73.61,73.66,73.77,73.79,74.57,,,858.4,74.09,77.24,78.73,80.1,83.07,122.35,123.64,123.94,124.07,not taken,not taken,88,88.07,88.01,Wrong measurement from 6/17 to 8/26. ,,87.77,84.54,90.39,90.88,93.21,99.22,95.56,96.75,97.5,97.41,98.41,98.62,98.69,99.33,,,99.07,101.52,103.78,105.89,107.8,108.29,109.94,111.43,112.95,113.14,113.14,114.13,,,115.6,121.62,122.81,123.54,125.78,127.59,128.19,129.26,130.11,130.58,129.69,130.52,130.52,130.81,,,136.27,138.53,139.87,140.63,142.02,143.73,145.24,145.82,145.72,146.45,146.42,146.82,,,147.1,146.93,149.86,153.36,154.54,2.87,5.8,7.84,8.01,11.01,9.53,replaced 6/12,South
70126,1,quru,789.4,821,705,9.3,12.5,,1.33,1.56,799,51.03,51.84,52.76,54.01,54.87,55.94,56.51,57.02,57.13,57.61,58.24,58.55,58.72,59.24,59.14,60.1,61.8,60.8,60.32,60.59,60.63,,,63.15,65.54,65.84,68.83,70.95,72.9,74.85,77.46,79.6,81.34,82.48,82.95,83.03,83.15,83.25,85.19,,,816.9,84.06,87.5,89.36,91.01,92.98,96.75,98.02,100.25,101.78,102.88,103.41,103.49,104.1,104.17,,,103.9,104.37,108.44,109.54,110.73,115.55,117.94,118.99,119.84,120.37,120.78,120.94,121.2,121.79,,,120.81,123.47,126.28,128.17,130.86,133.24,134.49,137.42,139.11,140.02,140.26,140.64,band adjusted 6/17/15,,142.18,147.16,148.64,150.35,152.73,153.71,160.06,156.69,157.94,158.78,157.94,159.25,159.38,159.31,Needs new band 7/21,,26.32,31.2,33.73,34.66,37.7,39.35,41.54,42.3,42.88,43.16,43.31,44.15,,,43.71,44.05,46.32,50.19,52.58,56.19,57.49,57.67,59.18,59.59,59.9,,South
70220,1,qual,506.2,533.9000244,702,18.3,0.8,,1.3,1.3,513.1,37.62,39.1,40.1,42.31,43.62,47.13,46.96,47.8,47.65,48.91,49.24,49.28,49.46,50.38,50.24,51.5,52.08,51.9,51.56,51.16,51.76,,,52.78,55.99,55.85,57.6,59.33,61.82,63.62,64.68,65.85,66.3,67.2,67.62,67.64,67.48,66.7,66.3,,,532.2,65.73,67.39,68.19,69.73,72.21,73.16,74.4,77.25,77.97,73.44,79.31,79.1,79.06,78.97,,,78.63,78.77,82.56,82.34,83.97,86.75,89.99,90.36,97.57,97.62,97.93,98.03,98.63,97.9,,,96.67,98.99,99.08,100.83,102.25,102.58,104.32,105.12,105.41,105.13,105.47,105.47,OUTSIDE,,105.21,109.69,109.73,109.88,112.86,114.74,115.63,117.83,118.61,118.71,118.36,119.15,119.49,118.59,,,120.04,123.62,125.26,126.46,126.27,127.89,129.16,129.4,129.46,129.59,129.97,129.88,,,129.36,128.69,130.98,133.16,134.22,135.59,136.41,137.83,139.79,141.05,140.89,,South
70492,1,nysy,200.1,198.6000061,714,0.1,11.2,,1.44,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,8.53,8.61,9.59,10.73,10.82,11.41,11.66,11.55,11.64,11.87,From sap flow cluster. DBH 2013,,11.36,11.28,11.63,11.3,12.03,14.24,14.96,16.9,17.26,17.81,19.06,18.53,18.54,18.63,From sap flow cluster,,18.36,18.49,18.29,19.16,21.33,21.92,24.43,25.59,25.98,25.92,25.95,26.21,,,25.02,26.73,26.92,27.58,29.81,31.39,31.23,32.37,31.93,32,32.14,32.29,32.57,31.79,,,42.25,32.22,32.87,34.76,34.9,36.96,37.49,37.5,38.03,38.04,38.11,37.46,,,37.65,37.69,38.19,38.82,39,40.54,41.65,42.56,2.75,2.9,2.92,replaced 7/26,South
70493,1,litu,539.4,539.2000122,714,0.3,15.2,,1.44,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,17.3,18.64,20.1,23.05,24.4,25.43,25.97,25.9,25.86,25.9,From sap flow cluster. DBH 2013,,26.05,24.54,25.78,24.76,25.61,28.51,30.03,32.9,34.22,35.35,36.74,37,37.13,36.86,From sap flow cluster,,36.59,36.46,35.81,36.9,39.73,41.33,44.36,46.39,47.38,48.23,48.01,47.94,,,47.23,49.27,49.51,50.99,54.28,56.81,58.84,61.75,62.29,62.26,61.71,62.63,63.04,62.2,,,60.52,62.86,64.16,65.53,66.2,65.9,68.03,68.08,68.55,68.46,68.46,69.5,,,68.69,68.08,68.63,68.88,70.01,72.55,73.28,74.31,3.53,4.79,4.77,replaced 7/26,South
70494,1,caca,77.2,77.30000305,714,0.4,15.7,,1.47,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,1.21,1.26,1.47,2.15,2.89,3.75,3.76,3.93,3.96,4.17,From sap flow cluster. DBH 2013,,4.76,4.8,4.85,4.78,5.61,6.2,6.55,7.46,8.18,9.1,10.18,10.78,10.88,11.2,From sap flow cluster,,11.7,11.59,11.64,11.88,12.36,15.03,15.31,16.06,16.75,17.29,17.91,18.02,band adjusted 6/17/15,,18.32,18.32,18.26,18.86,20.1,20.92,21.79,22.61,23.51,23.67,23.81,24.24,24.25,24.36,,,NA,7.41,8.04,8.64,8.24,9.22,6.5,9.86,10.58,10.47,11.93,11.65,,,11.92,11.88,12,12.2,12.35,12.31,13.28,13.58,13.48,15.49,16.73,,South
70494,2,caca,59.6,60,714,0.4,15.7,,1.42,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,6.5,6.54,6.82,7.21,7.56,7.79,7.89,7.86,8.01,8.11,From sap flow cluster. DBH 2013,,8.01,7.9,7.97,8.03,8.29,8.77,8.99,9.74,10.21,10.6,11.12,11.2,11.38,11.55,From sap flow cluster,,11.73,12.41,11.56,11.76,12.4,12.37,12.86,13.13,13.66,13.36,13.76,13.67,,,13.98,14.02,14.05,14.78,15.31,16.48,16.69,16.79,17.43,17.56,17.6,17.66,17.68,17.71,,,18.03,18.06,18.84,19.05,19.25,19.75,20.86,20.54,21.36,21.06,21.52,20.67,,,20.9,21.18,21.27,21.21,21.58,22.05,22.73,24.18,2.69,2.64,2.73,replaced 7/26,South
70495,1,caca,67.6,67.90000153,714,1.7,18.6,,1.43,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,3.51,3.89,4.08,4.25,4.73,4.85,4.86,4.85,5.13,5.05,From sap flow cluster. DBH 2013,,4.34,4.35,4.38,4.34,5.98,6.75,7.5,8.03,8.17,8.23,8.55,8.57,8.6,8.77,From sap flow cluster,,8.24,8.81,8.48,9.05,10.78,11.46,12.33,12.12,12.72,12.65,12.68,12.89,,,12.72,13.16,13.54,15.13,16.47,17.01,17.07,17.01,17.08,17.13,17.1,17.24,17.23,17.24,,,17.42,17.79,18.6,21.46,21.34,21.12,22.12,22.26,22.43,22.33,22.66,22.23,,,22.18,22.51,22.61,22.66,23.62,25.51,26.33,27.12,27.13,27.69,27.79,,South
70519,1,qual,534.4,544.7999878,711,15.5,3.3,,1.21,1.47,539,37.23,38.15,39.56,38.96,39.81,40.92,41.24,41.03,41.09,41.5,42.01,42.03,41.98,42.18,42.09,43.1,43.2,43.13,43.51,43.53,43.28,,,43.64,45.61,45.48,46.14,46.8,47.56,48.03,48.8,49.24,49.41,49.84,49.89,50.05,50.36,50.39,50.57,,,543.5,49.2,49.95,50.19,51.04,52.11,54.03,53.39,54.86,55.01,55.49,55.69,55.54,55.49,55.63,,,56.23,54.1,57.58,57.07,57.62,59.12,60.18,60.25,60.75,60.9,61.89,62.09,62.06,61.72,,,61.13,62.71,63.2,63.65,64.91,65.03,66.13,65.95,66.56,66.12,66.33,66.57,,,66.19,69.28,69.05,69.09,71.21,71.94,72.02,73.07,73.38,73.18,73.03,73.63,73.89,73.42,,,73.02,75.4,75.66,76.36,76.46,76.6,77.78,78.21,78.51,78.37,78.36,78.69,,,77.75,77.75,79.25,80.4,81.04,81.9,82.36,82.17,83.14,83.41,83.6,,South
70536,1,qual,564.5,583.9000244,711,11.9,7.4,,1.21,1.36,574.4,34.7,36.01,38.03,38.48,39.36,40.88,41.15,41.6,41.56,41.97,42.65,42.82,42.73,43.17,43.22,44.1,44.58,44.35,44.58,44.42,44.01,,,44.61,46.78,46.99,48.2,49.27,50.12,51.57,52.39,53.18,53.64,54.26,54.23,53.94,54.63,54.63,53.54,,,582,52.56,54.92,56.7,57.14,59.06,61.47,62.46,64.84,65.52,66.31,66.78,66.23,66.27,66.32,,,67.09,65.51,69.54,69.04,69.71,72.66,74.6,74.94,76.25,76.09,77.33,77.54,77.55,76.51,,,75.48,77.45,78.75,80.06,81.57,82.07,83.24,83.9,84.06,84.08,83.66,83.61,,,83.12,88.17,87.71,87.57,90.33,91.28,91.45,93.39,93.95,93.5,92.59,94.2,94.46,92.75,,,93.72,97.33,97.19,99.75,99.78,99.57,101.92,101.47,102.63,102.24,102.32,102.12,,,100.86,100.65,102.82,104.99,107.3,108.78,108.83,110.07,111.35,112.32,112.3,,South
70581,1,quru,579.5,614.5,714,13.7,1.2,,1.45,1.35,594.1,54.97,56.09,57.26,58.55,60.06,62,62.36,63.26,63.26,64.28,64.88,65.18,65.57,66.18,66.38,67.58,67.79,67.81,67.88,68.22,68.16,,,71.1,70.95,75.54,77.2,78.62,81.24,83.01,84.56,86.45,87.22,87.52,88.29,88.76,88.56,88.59,88.9,,,608,88.71,91.97,93.28,95.32,98.27,100.12,101.52,104.29,105,106.05,106.08,106.16,106.27,106.21,,,106.26,107.02,109.98,111.37,113.31,116.16,117.82,119.6,121.07,123.12,124.45,125.67,124.23,124.62,,,124.27,127.27,129.33,131.52,134.14,136.01,138.98,141.65,143.08,144.81,144.76,144.99,,,146.76,151.1,151.71,153.08,155.44,157.15,158.65,158.51,159.25,158.98,159.57,159.6,159.94,159.83,,,164,164.39,165.93,168,167.22,167.27,5.95,5.99,6.12,6.14,6.43,6.51,"Replace band, replaced 7/27",,7.72,7.24,9.73,11.52,12.42,14.6,14.81,15.35,17.51,17.67,NA,,South
72116,1,litu,456.2,476.2000122,719,14.4,10.8,,1.39,1.65,460.5,29.96,30.13,31.93,32.65,35.09,37.3,37.45,38.72,38.79,39.71,40.11,40.58,40.99,41.1,41.52,42.33,42.49,42.12,42.5,43.92,43.46,band bent,,42.91,43.47,43.45,43.67,44.95,46.47,47.81,48.75,49.2,49.53,49.89,50.05,50.44,50.64,50.7,50.53,,,475.2,53.56,51.88,51.73,52.4,53.92,56.05,60.23,61.87,62.41,63.4,64.14,64.42,63.4,63.13,band bent,,62.69,63.15,63.68,62.94,65.06,66.28,69.5,71.33,73.5,74.61,76.32,76.78,76.53,75.77,,,75.39,75.44,74.85,75.99,78.23,81.03,84.93,87.45,89.1,89.69,89.25,89.81,,,88.3,90.54,90.65,91.56,96.31,99.38,101.44,103.94,104.61,104.42,103.54,105.03,105.42,104.23,,,103.3,104.18,106.72,110.81,111.98,113.8,116.84,116.52,117.03,117.47,116.82,117.5,,,116.43,116.01,116.55,117,118.15,122.08,125.76,126.45,127.31,131.53,131.9,,North
72124,1,quru,712.0,747.2000122,719,12.5,19.4,,1.54,1.46,720.3,64.47,64.82,67.36,69.75,71.58,73.38,72.54,73.53,73.49,75,75.44,75.59,75.74,76.66,76.55,48.81,77.16,78.87,77.94,78.75,78.36,,,83.72,85.1,88.56,90.86,92.52,96.3,98.1,99.39,101.65,101.69,103.09,103.72,104.77,104.85,105.05,105.88,,,742,106.51,107.98,113.3,117.57,122.52,125.84,128.11,134.11,134.68,136.84,137.93,138.16,137.85,138.2,,,132.08,133.46,137.91,139.71,143.07,147.65,150.86,152.67,153.84,155.78,155.97,158.6,157.52,158.8,,,159,162,8,10.05,13.43,13.83,20.25,22.94,24.51,25.61,26.34,26.54,"new band 04/28/2015, band slightly adjusted 7/1/15",,28.63,35.8,38.38,40.24,43.5,45.31,47.52,48.55,50.38,49.94,49.84,49.71,51.89,51.53,band adjusted 5/26; 9/29 tag on ground,,54.1,60.31,62.73,65.69,66.07,NA,71.22,71.33,71.67,72.37,72.35,73.02,"broken off 7/13, replaced 7/27",,72.71,72.71,75.16,79.94,82.56,86.6,88.56,89.28,90.11,92.68,92.96,,North
72210,1,qual,835.0,853.0999756,721,5.2,11.5,,1.33,1.71,839.7,48.94,49.32,50.3,51.02,51.93,52.83,52.68,53.34,53.33,53.55,53.83,54.07,54.23,54.1,54.3,55.5,55.76,55.7,55.97,55.84,55.46,,,56.62,58.5,58.87,59.85,60.99,61.47,63.09,64.11,64.71,65.08,65.94,66.06,66.44,66.82,66.91,67.19,,,852,67.37,67.78,68.62,69.97,71.18,72.79,73.61,74.33,74.89,75.27,75.58,75.73,75.87,75.99,,,75.95,76.83,78.48,78.95,79.75,82.36,84.6,84.82,85.06,87.32,87.4,86.9,87.18,86.88,,,85,87.82,88.02,88.89,90.62,93.1,94.69,95.19,96.35,96.23,96.29,96.6,band adjusted 7/28/15,,85.92,100.91,100.93,101.73,103.71,104.84,105.35,106.73,107.18,107.25,106.63,107.28,108.23,107.33,,,107.7,111.72,112.39,114.14,114.32,114.96,115.77,115.72,117.44,116.79,116.54,118.02,,,121.06,120.2,120.5,121.12,122.76,124.15,123.66,123.78,123.91,124.94,126.69,,North
72308,1,qual,652.9,654.2000122,725,15.2,13.3,,1.4,1.45,649,14.55,14.58,16.53,16.07,16.41,17.67,17.22,17.57,17.56,17.72,17.56,17.23,17.77,17.72,17.69,18.5,19.24,18.85,18.93,18.49,17.81,,,17.43,19.02,18.8,15.9,20.63,20.79,21.11,21.27,21.48,21.67,22.06,22.18,22.48,22.52,21.84,21.6,,,655.2,20.54,21.72,22.05,23.41,24.07,25.47,25.41,26.46,27.16,26.28,26.72,27.11,26.28,26.4,,,25.26,26.72,28.56,27.32,27.88,29.79,29.82,29.85,30.03,30.45,30.46,31.9,30.51,30.28,,,29.56,31.14,31.19,32.27,32.96,32.23,33.39,33.73,33.53,33.49,33.57,33.64,,,32.82,36.22,35.88,35.57,36.34,36.72,36.53,37.8,37.85,37.23,37.06,37.7,38.2,37.96,,,37.9,39.37,39.81,39.31,39.48,39.63,40.39,40.15,41.25,40.78,40.76,41.25,,,40.32,40.27,41.43,43.01,43.6,44.38,45.24,44.5,46,46.15,46.28,,North
